city,country,lat,lng
Fishersville,United States,38.1004,-78.9686
Briarcliff Manor,United States,41.14,-73.844
Crestwood Village,United States,39.9568,-74.3524
Jefferson,United States,43.0044,-88.8084
Ayer,United States,42.5628,-71.5718
Raritan,United States,40.5732,-74.6431
Long Branch,United States,38.8302,-77.2713
Fort Belvoir,United States,38.7119,-77.1459
Hastings-on-Hudson,United States,40.9902,-73.8801
Ripon,United States,43.8436,-88.8386
El Calafate,Argentina,-50.3333,-72.3
Brentwood,United States,38.6194,-90.3476
Hamilton,United States,42.6267,-70.858
Templeton,United States,35.556,-120.7182
Logan,United States,39.5386,-82.4063
Orting,United States,47.0966,-122.2111
La Junta,United States,37.9796,-103.5473
Odessa,United States,28.182,-82.553
Abingdon,United States,36.7089,-81.9713
Shorewood,United States,44.9131,-93.5796
Robinwood,United States,39.6266,-77.663
West Long Branch,United States,40.2883,-74.0185
Green Cove Springs,United States,29.9904,-81.6807
Albion,United States,43.246,-78.1902
Dry Run,United States,39.1047,-84.3307
Princeton,United States,41.3809,-89.4648
Lake Dallas,United States,33.1277,-97.0234
Oberlin,United States,41.2857,-82.2197
Southwest Ranches,United States,26.0477,-80.3752
Salem,United States,38.6278,-88.9579
Latrobe,United States,40.3125,-79.3826
Flushing,United States,43.0637,-83.8403
Blair,United States,41.5417,-96.1361
Camp Hill,United States,40.2422,-76.9274
Old Forge,United States,41.3705,-75.7409
Rathdrum,United States,47.7995,-116.8908
Jersey Village,United States,29.8903,-95.5721
South Boston,United States,36.7132,-78.9135
Downingtown,United States,40.0076,-75.7019
Sheboygan Falls,United States,43.729,-87.8266
Pahokee,United States,26.8202,-80.6622
Cherry Valley,United States,33.9797,-116.9694
Manhasset,United States,40.7884,-73.6943
Medina,United States,43.2197,-78.3888
Columbiana,United States,40.8871,-80.6749
Middletown,United States,38.241,-85.5215
Bel Aire,United States,37.7749,-97.2457
Venice Gardens,United States,27.0694,-82.4054
Maryville,United States,38.7261,-89.9645
Carnegie,United States,40.408,-80.0861
Port Jefferson,United States,40.9465,-73.0579
Eaton,United States,39.7506,-84.6342
Mecca,United States,33.5767,-116.0645
West Boylston,United States,42.369,-71.7846
North Springfield,United States,38.8024,-77.2028
Campbell,United States,41.0777,-80.5903
Ersekë,Albania,40.3333,20.6833
Grand Blanc,United States,42.9258,-83.6181
Esperance,Australia,-33.8573,121.8889
Mascoutah,United States,38.5191,-89.8045
Baldwinsville,United States,43.157,-76.3319
South Cleveland,United States,35.1097,-84.9097
Summit,United States,47.1694,-122.3628
Crookston,United States,47.7747,-96.6062
Carl Junction,United States,37.1669,-94.5468
Prien,United States,30.1595,-93.2608
Cheraw,United States,34.6954,-79.9083
Blandon,United States,40.4446,-75.8799
Dryden,Canada,49.7833,-92.8333
Selah,United States,46.6482,-120.5389
Terrace Heights,United States,46.6024,-120.4482
Woodlake,United States,36.4124,-119.0999
Olivette,United States,38.6725,-90.3784
Batesville,United States,39.2974,-85.2139
Los Fresnos,United States,26.075,-97.4877
Covington,United States,37.7785,-79.9868
Sallisaw,United States,35.4605,-94.807
Southwood Acres,United States,41.961,-72.5719
Dock Junction,United States,31.2031,-81.5156
Bernardsville,United States,40.7268,-74.5918
Duvall,United States,47.7354,-121.9725
Colonie,United States,42.7199,-73.8333
Fort Riley,United States,39.1111,-96.8138
Jasper,United States,30.9221,-93.9947
Grand Ledge,United States,42.7534,-84.7448
Ashland,United States,37.7597,-77.4716
Breckenridge,United States,39.4994,-106.0433
San Juan del Sur,Nicaragua,11.25,-85.86
Oceano,United States,35.1019,-120.609
Milan,United States,42.0815,-83.6854
Fruitvale,United States,39.0933,-108.479
Broadview,United States,41.8584,-87.8562
Clover,United States,35.1123,-81.2201
Joshua,United States,32.4583,-97.3851
Manhattan,United States,41.4274,-87.9802
Winters,United States,38.532,-121.9781
Butler,United States,40.9989,-74.3472
Rockmart,United States,34.0103,-85.0441
Ancient Oaks,United States,40.536,-75.5852
Delta,United States,38.756,-108.0771
Canóvanas,Puerto Rico,18.3782,-65.9056
Quarryville,United States,39.8957,-76.1617
Orosi,United States,36.5434,-119.2903
Victor Harbor,Australia,-35.5596,138.6173
Quincy,United States,47.2347,-119.8522
Catalina,United States,32.4849,-110.8996
Seaford,United States,38.6539,-75.6117
Mansfield Center,United States,42.0225,-71.218
Emerson,United States,40.9748,-74.0239
Citrus Hills,United States,28.887,-82.4311
McGregor,United States,26.5611,-81.9134
Hampton,United States,33.3835,-84.2854
Larose,United States,29.5669,-90.3751
Seville,United States,41.0208,-81.8671
Ione,United States,38.3613,-120.9422
Park City,United States,37.8102,-97.3255
York,United States,40.8698,-97.5943
Big Stone Gap,United States,36.8626,-82.7769
Clear Lake,United States,43.1346,-93.374
Norwich,United States,42.5333,-75.5227
Oakdale,United States,30.8158,-92.6541
Centerville,United States,32.6341,-83.6854
Inwood,United States,28.0391,-81.7677
Antigo,United States,45.1415,-89.1556
Scotia,United States,42.8321,-73.9607
Round Lake Park,United States,42.3308,-88.0749
River Oaks,United States,32.7767,-97.3984
West Slope,United States,45.4962,-122.7731
Half Moon,United States,34.8298,-77.4591
Pittston,United States,41.3274,-75.7885
Ormond-by-the-Sea,United States,29.3437,-81.0677
Wapato,United States,46.4434,-120.4215
Swainsboro,United States,32.5866,-82.3345
Altoona,United States,44.803,-91.4387
Hastings,United States,42.6498,-85.2886
South Beloit,United States,42.4821,-89.0247
White Oak,United States,40.3415,-79.8007
Fairfield,United States,40.8828,-74.3041
Revelstoke,Canada,51.0005,-118.1833
Thomaston,United States,41.6696,-73.0859
Sebastopol,United States,38.4,-122.8277
Rolesville,United States,35.9241,-78.466
Estes Park,United States,40.3703,-105.5222
South Lockport,United States,43.1377,-78.6864
Southeast Arcadia,United States,27.1862,-81.8521
Galliano,United States,29.4471,-90.3096
West Concord,United States,42.4518,-71.4035
Pomona,United States,39.4687,-74.5501
Hales Corners,United States,42.941,-88.0491
Benton,United States,38.011,-88.9179
Heyin,China,36.0451,101.4242
Plaistow,United States,42.8403,-71.096
Gettysburg,United States,39.8304,-77.2339
Eden Isle,United States,30.2279,-89.7987
Grove,United States,36.5929,-94.7878
Robinson,United States,39.0089,-87.7333
Fort Scott,United States,37.8283,-94.7038
Aberdeen,United States,35.1351,-79.4319
New Roads,United States,30.6959,-91.4537
Creston,United States,41.0597,-94.365
Auburn,United States,34.0157,-83.8319
Sudden Valley,United States,48.7199,-122.3468
Escalon,United States,37.7912,-120.9981
Seminole,United States,32.7215,-102.6504
Brighton,United States,42.5298,-83.7847
Wilmington Manor,United States,39.6858,-75.5849
Ogden,United States,34.2656,-77.7965
Berlin,United States,39.7915,-74.9375
Devils Lake,United States,48.1131,-98.8753
Fairfax,United States,37.9884,-122.595
Carbondale,United States,39.3947,-107.2145
Fort Pierce North,United States,27.4736,-80.3594
San Antonio,Puerto Rico,18.4468,-66.3002
Lamar,United States,38.074,-102.6155
Kasson,United States,44.0333,-92.7481
Haddon Heights,United States,39.8791,-75.0645
Corona de Tucson,United States,31.9495,-110.7836
Ojai,United States,34.4487,-119.2469
Marshall,United States,42.2617,-84.9597
Marengo,United States,42.2312,-88.6153
Happy Valley,Canada,53.3,-60.3
Silvis,United States,41.4975,-90.4101
Pinehurst,United States,42.5334,-71.234
Baltimore Highlands,United States,39.2355,-76.6367
Aledo,United States,32.6974,-97.607
Monticello,United States,41.6523,-74.6876
Calipatria,United States,33.1493,-115.5056
Evergreen,United States,48.2308,-114.27
Lake Shore,United States,45.6911,-122.6911
Dayton,United States,40.3815,-74.5137
Pulaski,United States,35.1933,-87.035
San Pablo Villa de Mitla,Mexico,16.917,-96.4
Marion,United States,36.8389,-81.5135
Philadelphia,United States,32.7761,-89.1221
Highlands,United States,29.813,-95.0577
Pembroke,United States,34.6766,-79.1934
Vandenberg Village,United States,34.7111,-120.4623
Whitefish,United States,48.4333,-114.3593
Southgate,United States,27.3082,-82.5096
Mount Shasta,United States,41.3206,-122.315
Richfield,United States,38.7628,-112.0926
Chehalis,United States,46.6637,-122.9647
Zuni Pueblo,United States,35.0708,-108.8484
Pinson,United States,33.7057,-86.6674
Palmyra,United States,40.31,-76.5945
Delafield,United States,43.072,-88.3913
Diamondhead,United States,30.3791,-89.3707
Saranac Lake,United States,44.3246,-74.1315
Waupaca,United States,44.3508,-89.0721
Sappington,United States,38.526,-90.373
Helena Valley Southeast,United States,46.6175,-111.9186
Inverness,United States,42.1152,-88.1019
Strathmore,United States,40.4018,-74.2194
Lockwood,United States,45.8199,-108.4072
Banff,Canada,51.178,-115.5719
Young,Australia,-34.3096,148.29
Yarmouth,Canada,43.8308,-66.1126
Hughson,United States,37.602,-120.866
Charlestown,United States,38.427,-85.6677
Webster City,United States,42.4623,-93.8167
Ashland,United States,40.7811,-76.3451
Hubbard,United States,41.1595,-80.5672
Porters Neck,United States,34.2942,-77.7695
River Rouge,United States,42.2731,-83.1246
Winsted,United States,41.9268,-73.0674
Waite Park,United States,45.5313,-94.2528
Cotati,United States,38.3279,-122.7092
Flowery Branch,United States,34.1713,-83.9142
Beebe,United States,35.0714,-91.8998
Morrow,United States,33.5816,-84.3392
Rockton,United States,42.45,-89.0631
Franklin,United States,37.3277,-120.5321
Homeland,United States,33.7459,-117.1132
Fairlawn,United States,41.127,-81.6215
Woodlake,United States,37.4216,-77.6783
Withamsville,United States,39.0628,-84.2808
Middleborough Center,United States,41.8945,-70.926
Gaoual,Guinea,11.754,-13.213
Gold River,United States,38.6268,-121.2487
Green,United States,43.1509,-123.3854
Salida,United States,38.53,-105.9984
Glastonbury Center,United States,41.7019,-72.6002
Wellington,United States,37.2622,-97.4281
Whiteville,United States,34.3306,-78.7013
New London,United States,44.395,-88.7394
Perry,United States,41.8387,-94.0938
LaFayette,United States,34.7089,-85.2814
Camp Pendleton North,United States,33.3148,-117.3162
Middleton,United States,43.7116,-116.6153
Villa Hills,United States,39.0638,-84.5947
Yreka,United States,41.7292,-122.6311
Payette,United States,44.0789,-116.9256
Hempstead,United States,30.0996,-96.0781
Harrison,United States,35.1275,-85.1464
Charles City,United States,43.0644,-92.6745
Summit View,United States,47.1343,-122.3468
Northgate,United States,39.2531,-84.5943
Marshfield,United States,37.3414,-92.9116
New Bremen,United States,40.4355,-84.3775
Santa Clara,United States,37.1311,-113.656
Providence,United States,41.7033,-111.8122
Mount Horeb,United States,43.006,-89.7317
McCook,United States,40.2046,-100.6213
Mentor-on-the-Lake,United States,41.7135,-81.365
Albertville,United States,45.2364,-93.6618
Lake of the Woods,United States,38.3343,-77.7599
Clarkston,United States,46.4152,-117.0502
Jackson,United States,38.3485,-120.7728
Carnarvon,Australia,-24.8998,113.6501
Osceola,United States,35.6941,-89.9935
North Star,United States,39.755,-75.7331
Sandwich,United States,41.6496,-88.6177
Midland Park,United States,40.9952,-74.1411
Dos Palos,United States,36.9854,-120.6337
Thurmont,United States,39.621,-77.4076
Herkimer,United States,43.0282,-74.9928
Monument,United States,39.0736,-104.8468
Florence,United States,38.3835,-105.1114
Connellsville,United States,40.0158,-79.5899
Northport,United States,40.9036,-73.3446
La Feria,United States,26.1544,-97.8256
Geneva,United States,41.8006,-80.9462
Crystal City,United States,28.6909,-99.8257
Torrington,United States,42.0658,-104.1623
Edgerton,United States,42.8386,-89.0698
Baywood,United States,40.7533,-73.29
Lowell,United States,42.9351,-85.3457
Spring Valley Lake,United States,34.4988,-117.2684
Forsyth,United States,36.686,-93.1016
Hiawatha,United States,42.0545,-91.691
West Dundee,United States,42.0984,-88.3072
Wynne,United States,35.2326,-90.7895
Smithville,United States,39.4934,-74.4782
Dunbar,United States,38.3688,-81.7345
Lincolnshire,United States,42.1957,-87.9182
Tyrone,United States,33.4752,-84.5941
Ralston,United States,41.2005,-96.0354
Utuado,Puerto Rico,18.2698,-66.705
Fair Plain,United States,42.0823,-86.4515
Hudsonville,United States,42.8631,-85.8628
Pleasantville,United States,41.1378,-73.7827
New Cumberland,United States,40.2298,-76.8763
Kenwood,United States,39.2068,-84.3744
San Martin,United States,37.0829,-121.5963
Huron,United States,36.204,-120.0961
Napili-Honokowai,United States,20.9767,-156.6646
South Weber,United States,41.1334,-111.9392
Port Jefferson Station,United States,40.926,-73.0651
Delphos,United States,40.8481,-84.3368
Inverness,United States,28.8397,-82.3437
Soldotna,United States,60.4862,-151.0671
Valley Center,United States,37.8333,-97.3645
Leeton,Australia,-34.5449,146.3973
St. Louis,United States,43.4082,-84.6118
Tyrone,United States,40.6764,-78.246
Longboat Key,United States,27.3926,-82.6341
Leola,United States,40.0915,-76.1891
Lander,United States,42.8313,-108.7599
Riverdale Park,United States,38.9643,-76.9266
Neptune Beach,United States,30.3165,-81.4118
Vandalia,United States,38.9754,-89.1117
Ephrata,United States,47.3119,-119.5344
Oakdale,United States,40.7373,-73.1345
Corbin,United States,36.932,-84.1004
Freeland,United States,43.5198,-84.1125
Pollock Pines,United States,38.7564,-120.5904
Oak Grove,United States,36.6686,-87.4216
Ponchatoula,United States,30.4403,-90.4428
Scappoose,United States,45.7565,-122.877
Bonne Terre,United States,37.9209,-90.5425
Canfield,United States,41.0315,-80.7671
Strasburg,United States,38.9961,-78.3549
Milan,United States,35.9126,-88.7554
Skiatook,United States,36.3693,-95.9815
Gonzales,United States,29.5126,-97.4472
Bermuda Dunes,United States,33.7435,-116.2874
East Hills,United States,40.7958,-73.6292
Atherton,United States,37.4539,-122.2032
Winooski,United States,44.4951,-73.1843
Hillsborough,United States,36.068,-79.0994
El Rio,United States,34.2453,-119.1568
Marksville,United States,31.1247,-92.0652
University of California-Davis,United States,38.5374,-121.7576
Palmyra,United States,40.0025,-75.036
Richland,United States,32.2309,-90.1592
Bellbrook,United States,39.6384,-84.0864
Austell,United States,33.8202,-84.6452
Knoxville,United States,41.3188,-93.1024
Green Brook,United States,40.6038,-74.4825
Palmer,United States,61.5971,-149.1147
West Glens Falls,United States,43.3019,-73.6873
Mantua,United States,38.8526,-77.2571
La Sarre,Canada,48.8,-79.2
Tolleson,United States,33.4484,-112.2561
Springs,United States,41.0212,-72.1584
Wauseon,United States,41.5532,-84.141
Willows,United States,39.5149,-122.1995
Carhué,Argentina,-37.1829,-62.7333
Rockville,United States,41.8667,-72.4528
Pacific,United States,47.2611,-122.2507
Rockport,United States,42.6543,-70.6223
De Soto,United States,38.141,-90.5609
North Amherst,United States,42.4073,-72.5227
Flatwoods,United States,38.5211,-82.7194
Woodstock,United States,38.875,-78.516
Bedford,United States,37.336,-79.5179
St. Helena,United States,38.5063,-122.4682
Moab,United States,38.5701,-109.5477
Milltown,United States,40.4504,-74.435
Stanwood,United States,48.2451,-122.3426
Lawrenceville,United States,38.7263,-87.6874
Walled Lake,United States,42.538,-83.4786
Laurium,United States,47.2351,-88.4382
Sioux Center,United States,43.0748,-96.1707
Crete,United States,40.6255,-96.9575
Gunnedah,Australia,-30.987,150.2623
Wick,United Kingdom,58.4333,-3.0834
Yardville,United States,40.1849,-74.6603
Sausalito,United States,37.858,-122.4932
Nappanee,United States,41.4451,-85.9942
Elsa,United States,26.2969,-97.9937
Keystone Heights,United States,29.7812,-82.034
Dade City,United States,28.3568,-82.1941
Umatilla,United States,45.912,-119.3145
Lower Allen,United States,40.2261,-76.9017
Sanger,United States,33.3712,-97.1677
Providence Village,United States,33.2363,-96.9611
St. Joseph,United States,45.5609,-94.3084
Floresville,United States,29.14,-98.163
Berrien Springs,United States,41.9474,-86.3403
Hornsby Bend,United States,30.245,-97.5833
Independence,United States,41.378,-81.6385
Lampasas,United States,31.064,-98.1824
Green Hill,United States,36.2349,-86.5733
Ridgefield,United States,45.8116,-122.7052
Northridge,United States,39.9971,-83.777
Paintsville,United States,37.8167,-82.8088
St. Martinville,United States,30.1263,-91.8319
Jackson,United States,43.3244,-88.1668
Collinsville,United States,36.7215,-79.9122
Landen,United States,39.3154,-84.2768
Highland Heights,United States,39.0355,-84.4567
Hudson Falls,United States,43.3043,-73.5817
Lewisburg,United States,37.8096,-80.4327
Fairview,United States,34.9296,-85.294
Gibsonville,United States,36.0991,-79.5418
Crossett,United States,33.128,-91.9631
Nebraska City,United States,40.6762,-95.8613
Belen,United States,34.6803,-106.7875
Greenville,United States,40.9982,-73.8194
Keyport,United States,40.4327,-74.2011
Narrabri,Australia,-30.3319,149.7874
Lake Lorraine,United States,30.4407,-86.5657
Guánica,Puerto Rico,17.9698,-66.9309
Ladera Heights,United States,33.9972,-118.374
Fort Myers Beach,United States,26.4323,-81.9167
Gunnison,United States,38.5455,-106.9226
Meraux,United States,29.9284,-89.9179
Syracuse,United States,41.4226,-85.7492
Franklin,United States,35.1798,-83.3809
Lihue,United States,21.9728,-159.3541
Hillsboro,United States,39.167,-89.4735
Lakes of the Four Seasons,United States,41.4074,-87.2203
Lucas Valley-Marinwood,United States,38.0405,-122.5765
Stephenville,Canada,48.5504,-58.5666
Tappan,United States,41.0269,-73.952
Maryborough,Australia,-37.0496,143.73
Kapoeta,South Sudan,4.7721,33.5902
Rochester,United States,41.059,-86.196
Live Oak,United States,30.2956,-82.9847
Juana Díaz,Puerto Rico,18.0532,-66.5047
Union Grove,United States,42.6863,-88.0495
New Paltz,United States,41.7495,-74.0809
Milton-Freewater,United States,45.9348,-118.3913
Catoosa,United States,36.1832,-95.7663
Wytheville,United States,36.953,-81.0881
Nuevo,United States,33.8011,-117.1415
Stratford,United States,39.829,-75.0156
Milliken,United States,40.3113,-104.8562
University Park,United States,41.446,-87.7154
Centerville,United States,34.5256,-82.7161
Murillo,United States,26.2642,-98.1233
St. Augustine Beach,United States,29.8414,-81.2713
Orange City,United States,43.0021,-96.0567
Madison Park,United States,40.4461,-74.2959
Belle Isle,United States,28.4724,-81.3491
Farr West,United States,41.3015,-112.0318
Leitchfield,United States,37.4862,-86.2857
Stawell,Australia,-37.0596,142.76
Emmitsburg,United States,39.7051,-77.3217
Mount Carmel,United States,38.4187,-87.7694
Kingston,United States,41.4738,-71.5236
Madison,United States,44.0062,-97.1084
Mountainside,United States,40.6811,-74.36
Plumas Lake,United States,38.9924,-121.558
Kiel,United States,43.9167,-88.0266
Ocean City,United States,38.3998,-75.0716
Sturtevant,United States,42.6995,-87.9019
Sedona,United States,34.8574,-111.7951
Commerce,United States,34.2127,-83.4729
Adel,United States,31.1271,-83.4232
Marion,United States,34.1787,-79.3966
Alta Sierra,United States,39.1237,-121.0523
Atherton,Australia,-17.2703,145.4694
Bridge City,United States,29.9321,-90.1594
Trumann,United States,35.6761,-90.5231
Westmere,United States,42.6883,-73.8744
Desert Palms,United States,33.779,-116.293
Ashland,United States,46.5801,-90.8715
Cottage Grove,United States,43.0908,-89.2026
Treasure Island,United States,27.774,-82.7663
Mendota,United States,41.5553,-89.1042
Black Jack,United States,38.7993,-90.264
Kentfield,United States,37.9481,-122.5498
Huron,United States,41.3913,-82.5635
Ben Lomond,United States,37.0782,-122.0882
Portage Lakes,United States,41.0034,-81.5347
Nibley,United States,41.6725,-111.8454
Mira Monte,United States,34.4284,-119.2853
Barnesville,United States,33.0508,-84.1527
Sandston,United States,37.512,-77.3149
Allendale,United States,41.0333,-74.1333
Whitinsville,United States,42.1146,-71.6688
Thermalito,United States,39.4909,-121.615
Mechanicstown,United States,41.4472,-74.3914
King,United States,36.2767,-80.3561
Valley Park,United States,38.5513,-90.4924
Chestertown,United States,39.2195,-76.071
Whitemarsh Island,United States,32.0304,-81.0109
Farmington,United States,36.037,-94.2537
Welcome,United States,34.8204,-82.46
Milford,United States,39.17,-84.281
Columbia Falls,United States,48.3708,-114.1903
Brier,United States,47.7922,-122.2734
Whitmore Lake,United States,42.4235,-83.7524
North Patchogue,United States,40.7833,-73.0234
Rumson,United States,40.3626,-74.0046
Sturgis,United States,44.411,-103.4976
Old Greenwich,United States,41.0253,-73.5692
Mead,United States,47.7795,-117.35
Linwood,United States,39.3435,-74.5708
Perry,United States,30.109,-83.5821
Lutherville,United States,39.424,-76.6177
Lovejoy,United States,33.4426,-84.3176
Kaufman,United States,32.5769,-96.316
Seward,United States,40.9094,-97.0962
Roaring Spring,United States,40.3348,-78.3959
Greenbrier,United States,36.4239,-86.7976
Cos Cob,United States,41.0513,-73.5931
Atkinson,United States,42.837,-71.1605
Mexia,United States,31.6809,-96.4833
McCordsville,United States,39.8967,-85.9208
Beacon Square,United States,28.2118,-82.7504
Makawao,United States,20.848,-156.319
Cochituate,United States,42.329,-71.3576
Clover Creek,United States,47.1404,-122.3827
Russellville,United States,36.8394,-86.895
North Bend,United States,47.4898,-121.7738
Kingsland,United States,30.6651,-98.4545
Mount Vernon,United States,37.9364,-87.8955
Bath,United States,42.3363,-77.318
Litchfield,United States,39.1963,-89.6288
Loomis,United States,38.8093,-121.1955
Mount Ivy,United States,41.1926,-74.0297
Roslyn Heights,United States,40.7787,-73.6396
Village St. George,United States,30.3598,-91.0672
Cortland,United States,41.332,-80.7195
Lake Mills,United States,43.0774,-88.9055
Cowra,Australia,-33.8296,148.68
Fircrest,United States,47.2308,-122.5157
Hondo,United States,29.3532,-99.1621
Kimberly,United States,44.267,-88.3377
East Shoreham,United States,40.946,-72.8812
Byron,United States,42.1273,-89.2622
Barrington,United States,39.8689,-75.0514
Colusa,United States,39.2049,-122.0096
Parkville,United States,39.786,-76.9685
Fort Meade,United States,27.7645,-81.8058
Roeland Park,United States,39.0358,-94.6374
Inniswold,United States,30.3982,-91.071
Bayville,United States,40.9077,-73.5603
Twin Lakes,United States,39.8229,-105.0036
Taylor Mill,United States,39.0092,-84.4988
Maple Glen,United States,40.1778,-75.1793
Crozet,United States,38.0645,-78.6962
Byron Bay,Australia,-28.6565,153.6129
Plain City,United States,41.307,-112.0877
Youngtown,United States,33.5846,-112.3047
Homeacre-Lyndora,United States,40.8721,-79.9211
Blairsville,United States,40.4325,-79.2599
Thames,New Zealand,-37.1384,175.5853
Enoch,United States,37.7663,-113.0431
Creswell,United States,43.9212,-123.016
Merrimac,United States,42.8386,-71.0119
Byron Center,United States,42.8121,-85.7279
Junction City,United States,44.2069,-123.2102
Brook Highland,United States,33.4359,-86.6849
Winthrop Harbor,United States,42.4805,-87.8293
Washington,United States,41.2982,-91.6928
North Syracuse,United States,43.1339,-76.1306
Bee Cave,United States,30.3084,-97.9629
Greenville,United States,38.8866,-89.3893
Ephraim,United States,39.3564,-111.5848
Osprey,United States,27.1914,-82.48
Red Hook,United States,41.9959,-73.8769
Camp Swift,United States,30.1885,-97.2933
North Caldwell,United States,40.8629,-74.2576
Edinboro,United States,41.8762,-80.1247
Huntertown,United States,41.2157,-85.1715
Interlaken,United States,36.9505,-121.7363
Bremen,United States,33.7086,-85.1498
Ambridge,United States,40.5922,-80.2264
Hamilton,United States,46.2527,-114.1598
Barberton,United States,45.7136,-122.6114
Glendive,United States,47.1102,-104.7069
Portage,United States,40.3868,-78.6746
Plaquemine,United States,30.2834,-91.2429
Myers Corner,United States,41.5947,-73.8744
Locust Grove,United States,33.3436,-84.1066
Nevada,United States,42.0186,-93.4635
Gleneagle,United States,39.0453,-104.8288
Groveland,United States,42.752,-71.0149
Stickney,United States,41.8183,-87.773
Aquia Harbour,United States,38.4597,-77.3806
Stevensville,United States,38.9745,-76.3184
Roosevelt,United States,40.2925,-110.0094
South Hill,United States,42.4113,-76.4883
Rinconada,Argentina,-22.4329,-66.1666
Gorom-Gorom,Burkina Faso,14.45,-0.2333
Columbia,United States,31.2564,-89.8266
Selma,United States,35.5436,-78.2955
Ellettsville,United States,39.2324,-86.6233
Columbus,United States,43.3354,-89.03
Church Hill,United States,36.5204,-82.7151
Fox Point,United States,43.1581,-87.9013
Laurence Harbor,United States,40.4489,-74.2495
South Patrick Shores,United States,28.202,-80.6137
Silver Lake,United States,34.1408,-77.909
Canton,United States,44.6,-75.1703
Martins Ferry,United States,40.1014,-80.7253
Taneytown,United States,39.657,-77.1683
Loudoun Valley Estates,United States,38.9801,-77.5082
Normandy Park,United States,47.4344,-122.3436
Cherry Hills Village,United States,39.6375,-104.9481
Rupert,United States,42.6189,-113.674
Cushing,United States,35.9797,-96.7603
Montevallo,United States,33.1254,-86.8482
Spring Hill,United States,38.7565,-94.82
Monticello,United States,36.8404,-84.8506
Beaver Dam,United States,37.4044,-86.8745
Penn Estates,United States,41.0346,-75.2417
Sidney,United States,47.7152,-104.168
Union,United States,39.909,-84.2897
Tangdong,China,25.97,113.4
Green Knoll,United States,40.6048,-74.615
Mattydale,United States,43.0992,-76.1388
Horta,Portugal,38.5347,-28.6448
Clairton,United States,40.2976,-79.8854
Lacy-Lakeview,United States,31.6292,-97.1052
Amite City,United States,30.7323,-90.5133
Lawrence,United States,40.6042,-73.7149
Irvington,United States,41.0349,-73.8661
Orange Lake,United States,41.5319,-74.0936
Pembroke Park,United States,25.9852,-80.1777
Lemoore Station,United States,36.2633,-119.9049
Belle Plaine,United States,44.6189,-93.7644
Catasauqua,United States,40.6531,-75.4643
Howland Center,United States,41.2483,-80.7444
Essex,United States,41.3499,-72.4146
Indian River Estates,United States,27.3564,-80.2984
East Rochester,United States,43.112,-77.4869
Ironwood,United States,46.4522,-90.1505
Hapeville,United States,33.6609,-84.4093
International Falls,United States,48.5884,-93.4083
Cherryville,United States,35.3844,-81.3781
Slippery Rock,United States,41.0695,-80.058
Waimanalo,United States,21.3421,-157.7303
Savage,United States,39.1485,-76.8228
Veneta,United States,44.0471,-123.3514
Abilene,United States,38.9229,-97.2251
Decatur,United States,33.2269,-97.5886
Hillsboro,United States,39.2123,-83.6113
Lexington,United States,35.6611,-88.3946
Laurel Bay,United States,32.4599,-80.7869
Wharton,United States,40.8999,-74.5808
Keyser,United States,39.4394,-78.9822
Prairie du Chien,United States,43.0434,-91.1383
Jimaní,Dominican Republic,18.493,-71.851
Granite Falls,United States,48.0874,-121.9704
North Riverside,United States,41.8461,-87.8263
Blackwell,United States,36.8011,-97.3009
Rittman,United States,40.9737,-81.7846
Belmont,United States,39.065,-77.4965
Yorketown,United States,40.3064,-74.3385
Nitro,United States,38.4119,-81.8194
Parkwood,United States,47.5266,-122.5986
Gypsum,United States,39.6286,-106.9334
Valley City,United States,46.9223,-98.0055
Lionville,United States,40.0524,-75.644
Broadway,United States,38.6082,-78.8017
Plattsmouth,United States,41.0053,-95.894
"Islamorada, Village of Islands",United States,24.9408,-80.6097
Eldridge,United States,41.6394,-90.5805
Hurricane,United States,38.4294,-82.0169
Attica,United States,42.864,-78.2799
Avon,United States,39.6445,-106.5133
Lackland AFB,United States,29.3866,-98.6179
Theodore,United States,30.5408,-88.1884
Harrisville,United States,41.2853,-111.9859
Woodland,United States,45.9149,-122.7503
Penn Yan,United States,42.661,-77.0535
Litchfield,United States,45.1221,-94.5255
Gulf Breeze,United States,30.3685,-87.1769
Tumut,Australia,-35.3096,148.22
Rossford,United States,41.5832,-83.5692
Watford City,United States,47.8028,-103.2678
Tipton,United States,40.2818,-86.0424
Cooma,Australia,-36.2396,149.12
East Porterville,United States,36.0573,-118.9713
Powell,United States,44.7963,-108.7682
Camilla,United States,31.2337,-84.2089
Covedale,United States,39.1267,-84.6362
Richboro,United States,40.2262,-75.0006
Galax,United States,36.666,-80.9176
Bellwood,United States,37.406,-77.4363
Spring Lake Park,United States,45.1161,-93.2451
Kosciusko,United States,33.0585,-89.5893
Oelwein,United States,42.6715,-91.9133
Fort Myers Shores,United States,26.7135,-81.7383
Topsfield,United States,42.6373,-70.9425
Fowler,United States,36.6246,-119.6739
Talent,United States,42.2404,-122.7807
Marvin,United States,34.989,-80.8034
Woodfin,United States,35.6458,-82.5914
Elkin,United States,36.2621,-80.8443
Kathleen,United States,28.1224,-82.0387
Cheverly,United States,38.9254,-76.9141
Geneseo,United States,41.4507,-90.154
Rockaway,United States,40.8969,-74.5155
Milford,United States,42.587,-83.6012
Pratt,United States,37.6777,-98.7465
